name	type	x	y	z
S1	source	5.435359	88.48099500000001	1.600509
S2	source	32.958206	81.368126	2.096364
S3	source	74.282059	6.920309	45.951103
S4	source	79.660759	-24.156956	51.632004
S5	source	82.809204	0.221904	5.391243
S6	source	85.92472799999999	-32.459633	8.294352
S7	source	35.722889	-112.89820899999998	12.729081
S8	source	12.464624	-119.611458	9.368649
D1	detector	18.498085	85.74087500000002	13.681459999999998
D2	detector	20.947029	87.50226600000002	-10.248491
D3	detector	62.70451700000001	-9.577005	71.847504
D4	detector	76.997	20.379	19.465
D5	detector	83.68700000000001	-11.831	25.487
D6	detector	82.81800000000001	-45.959	28.546
D7	detector	22.817383	-114.825279	24.820026
D8	detector	26.949608	-117.753571	-4.289395
D9	detector	13.932696	87.578201	1.5397759999999998
D10	detector	39.352188	77.742989	2.266471
D11	detector	76.846962	-0.8928990000000001	45.717381
D12	detector	79.947357	-31.426792	51.421234
D13	detector	84.41465	-8.38776	5.494315
D14	detector	85.18029	-40.869881	7.851719
D15	detector	28.483261	-115.885559	12.643524
D16	detector	5.291533	-120.059746	9.927459
