onset	duration	trial_type	value
37.35552	10	2	1
49.152	10	3	1
66.256896	10	3	1
81.887232	10	2	1
98.304	10	2	1
112.656384	10	2	1
123.961344	10	3	1
139.10016	10	3	1
156.30336	10	2	1
173.408256	10	2	1
185.204736	10	2	1
203.882496	10	3	1
219.70944	10	3	1
234.160128	10	2	1
255.09888	10	3	1
271.220736	10	3	1
286.949376	10	2	1
298.35264	10	3	1
315.850752	10	2	1
328.82688	10	2	1
349.175808	10	2	1
364.511232	10	3	1
378.273792	10	3	1
394.19904	10	3	1
407.863296	10	3	1
428.310528	10	2	1
440.008704	10	2	1
456.62208	10	2	1
475.987968	10	3	1
491.02848	10	3	1
