onset	duration	trial_type	value
21.13536	10	2	1
32.93184	10	3	1
50.13504	10	3	1
65.667072	10	2	1
82.08384	10	2	1
96.436224	10	2	1
107.839488	10	3	1
122.978304	10	3	1
140.181504	10	2	1
157.2864	10	2	1
168.984576	10	2	1
187.76064	10	3	1
203.48928	10	3	1
218.038272	10	2	1
238.977024	10	3	1
255.09888	10	3	1
270.729216	10	2	1
282.230784	10	3	1
299.630592	10	2	1
312.705024	10	2	1
332.955648	10	2	1
348.389376	10	3	1
362.151936	10	3	1
377.97888	10	3	1
391.643136	10	3	1
412.188672	10	2	1
423.886848	10	2	1
440.40192	10	2	1
459.767808	10	3	1
474.906624	10	3	1
