onset	duration	trial_type	value
23.494656	10	2	1
35.291136	10	3	1
52.494336	10	3	1
68.026368	10	2	1
84.443136	10	2	1
98.79552	10	2	1
110.198784	10	3	1
125.3376	10	3	1
142.5408	10	2	1
159.645696	10	2	1
171.343872	10	2	1
190.119936	10	3	1
205.848576	10	3	1
220.397568	10	2	1
241.33632	10	3	1
257.458176	10	3	1
273.088512	10	2	1
284.59008	10	3	1
301.989888	10	2	1
315.06432	10	2	1
335.314944	10	2	1
350.748672	10	3	1
364.511232	10	3	1
380.338176	10	3	1
394.002432	10	3	1
414.547968	10	2	1
426.246144	10	2	1
442.761216	10	2	1
462.127104	10	3	1
477.26592	10	3	1
