onset	duration	trial_type	value
23.298048	10	2	1
35.094528	10	3	1
52.199424	10	3	1
67.82976	10	2	1
84.246528	10	2	1
98.598912	10	2	1
110.002176	10	3	1
125.042688	10	3	1
142.245888	10	2	1
159.449088	10	2	1
171.147264	10	2	1
189.825024	10	3	1
205.651968	10	3	1
220.102656	10	2	1
241.139712	10	3	1
257.163264	10	3	1
272.891904	10	2	1
284.295168	10	3	1
301.79328	10	2	1
314.769408	10	2	1
335.118336	10	2	1
350.45376	10	3	1
364.314624	10	3	1
380.141568	10	3	1
393.805824	10	3	1
414.253056	10	2	1
425.951232	10	2	1
442.564608	10	2	1
461.930496	10	3	1
476.971008	10	3	1
