onset	duration	trial_type	value
23.789568	10	2	1
35.586048	10	3	1
52.789248	10	3	1
68.419584	10	2	1
84.836352	10	2	1
99.28704	10	2	1
110.690304	10	3	1
125.82912	10	3	1
143.03232	10	2	1
160.23552	10	2	1
171.933696	10	2	1
190.70976	10	3	1
206.536704	10	3	1
221.085696	10	2	1
242.024448	10	3	1
258.146304	10	3	1
273.874944	10	2	1
285.376512	10	3	1
302.874624	10	2	1
315.949056	10	2	1
336.297984	10	2	1
351.633408	10	3	1
365.494272	10	3	1
381.41952	10	3	1
395.083776	10	3	1
415.629312	10	2	1
427.327488	10	2	1
443.940864	10	2	1
463.306752	10	3	1
478.445568	10	3	1
