onset	duration	trial_type	value
19.365888	10	2	1
31.162368	10	3	1
48.365568	10	3	1
63.8976	10	2	1
80.314368	10	2	1
94.666752	10	2	1
106.070016	10	3	1
121.208832	10	3	1
138.412032	10	2	1
155.516928	10	2	1
167.215104	10	2	1
185.991168	10	3	1
201.719808	10	3	1
216.2688	10	2	1
237.207552	10	3	1
253.329408	10	3	1
268.959744	10	2	1
280.461312	10	3	1
297.86112	10	2	1
310.935552	10	2	1
331.186176	10	2	1
346.619904	10	3	1
360.382464	10	3	1
376.209408	10	3	1
389.873664	10	3	1
410.4192	10	2	1
422.117376	10	2	1
438.632448	10	2	1
457.998336	10	3	1
473.137152	10	3	1
