onset	duration	trial_type	value
22.020096	10	2	1
33.816576	10	3	1
50.921472	10	3	1
66.551808	10	2	1
82.968576	10	2	1
97.32096	10	2	1
108.724224	10	3	1
123.86304	10	3	1
141.06624	10	2	1
158.171136	10	2	1
169.869312	10	2	1
188.645376	10	3	1
204.374016	10	3	1
218.923008	10	2	1
239.86176	10	3	1
255.983616	10	3	1
271.613952	10	2	1
283.11552	10	3	1
300.613632	10	2	1
313.58976	10	2	1
333.938688	10	2	1
349.274112	10	3	1
363.134976	10	3	1
378.96192	10	3	1
392.626176	10	3	1
413.171712	10	2	1
424.869888	10	2	1
441.38496	10	2	1
460.849152	10	3	1
475.889664	10	3	1
