onset	duration	trial_type	value
25.755648	10	2	1
37.552128	10	3	1
54.657024	10	3	1
70.28736	10	2	1
86.704128	10	2	1
101.056512	10	2	1
112.459776	10	3	1
127.598592	10	3	1
144.801792	10	2	1
161.906688	10	2	1
173.703168	10	2	1
192.479232	10	3	1
208.207872	10	3	1
222.756864	10	2	1
243.695616	10	3	1
259.817472	10	3	1
275.546112	10	2	1
287.04768	10	3	1
304.447488	10	2	1
317.52192	10	2	1
337.772544	10	2	1
353.206272	10	3	1
366.968832	10	3	1
382.89408	10	3	1
396.460032	10	3	1
417.005568	10	2	1
428.703744	10	2	1
445.31712	10	2	1
464.683008	10	3	1
479.821824	10	3	1
