name	type	x	y	z
S1	source	-11.387437	87.720192	8.070728
S2	source	-36.444317	79.261909	8.279403
S3	source	-73.22892	9.342943	46.27486400000001
S4	source	-79.835098	-31.14994	51.724250999999995
S5	source	-83.04324300000002	-1.254876	3.095083
S6	source	-86.29953	-31.562725	5.935889000000001
S7	source	-41.990639	-110.132599	9.17926
S8	source	-13.100462	-119.582878	9.29341
D1	detector	-24.631401	83.46134899999998	17.338882
D2	detector	-23.291451	85.717514	-3.09692
D3	detector	-65.181076	-10.908750000000001	69.652252
D4	detector	-77.435	19.001	18.879
D5	detector	-84.09800000000001	-13.846	24.756
D6	detector	-82.542	-47.309	27.800000000000004
D7	detector	-28.719904	-113.549843	22.932966
D8	detector	-31.577121999999996	-115.908638	-1.787235
D9	detector	-2.941464	88.10081499999998	7.433501
D10	detector	-29.199133000000003	82.9701	7.54756
D11	detector	-70.068588	17.253263	46.094246
D12	detector	-79.722504	-23.618732	51.296803
D13	detector	-81.200386	7.142399	2.881201
D14	detector	-85.993401	-23.273134	6.360468
D15	detector	-49.306557	-105.36090900000002	8.796083
D16	detector	-21.281452	-118.310242	9.426041
